RowID,Page#,Paragraph#,keywords,Paragraph_text
21,21,1,"the milk, the jug, the surface, the tip, steam, the steam wand tip, the steam wand, This","21 A great espresso is about achieving the perfect  balance between sweetness, acidity and bit- terness. The flavor of your coffee will depend  on many factors, such as the type of coffee  beans, degree of roast, freshness, coarseness  or fineness of the grind, dose of ground coffee,  and tamping pressure.  Experiment by adjusting these factors   just one at a time to achieve the taste   of your preference, see ‘Extraction Guide,’  page 22. TEXTURING MILK There are two phases to texturing milk.  The first is stretching the milk to aerate it and  the second is swirling the milk to make it silky  smooth. These two operations should blend  into one.  •	 Always start with fresh cold milk. •	 Fill the jug just below the “V” at the bottom of  the spout.  •	 Position the steam wand tip over the drip  tray and turn the STEAM/HOT WATER  dial to the STEAM position. The STEAM/ HOT WATER light will flash to indicate the  machine is heating to create steam. During  this time, condensed water may purge from  the steam wand. This is normal. When the  STEAM/HOT WATER light stops flashing  the steam wand is ready for use. NOTE When the machine creates steam, a pumping  noise can be heard. This is the normal  operation of the 15 bar Italian pump. •	 Before inserting the wand into the milk,  pause the steam by returning the dial back to  the STANDBY position. Then within  8 seconds, insert the steam wand tip ¼-¾”  (1-2cm) below the surface of the milk, close to  the right hand side of the jug at the 3 o’clock  position and quickly turn the dial back to the  STEAM position. Pausing the steam avoids  the milk splashing out of the jug (this pause  function lasts for 8 seconds only). •	 Keep the tip just under the surface of the  milk until the milk is spinning clockwise,  producing a vortex (whirlpool effect). •	 With the milk spinning, slowly lower the jug.  This will bring the steam tip to the surface of  the milk & start to introduce air into the milk.  You may have to gently break the surface of  the milk with the tip to get the milk spinning  fast enough. •	 Keep the tip at or slightly below the surface,  continuing to maintain the vortex. Texture  the milk until sufficient volume is obtained.  •	 Lift the jug to lower the tip beneath the  surface, but keep the vortex of milk spinning.  The milk is at the correct temperature  (140-149°F or 60-65°C) when the jug is hot  to touch.  •	 Turn off steam BEFORE taking the tip out of  the milk.  •	 Set the jug to one side. Immediately wipe the  steam wand with a damp cloth. Then, with  the steam wand tip directed over the drip tray,  briefly turn steam on to clear any remaining  milk from inside the steam wand. •	 Tap the jug on the bench to collapse  any bubbles. •	 Swirl the jug to “polish” and re-integrate  the texture. •	 Pour milk directly into the espresso. •	 The key is to work quickly, before the milk  begins to separate. HINTS & TIPS •	 Fresh, quality coffee beans will give you the  best possible extraction. •	 We recommend quality 100% Arabica beans  with a ‘Roasted On’ date stamped on the bag,  not a ‘Best Before’ or ‘Use By’ date. •	 Coffee beans are best consumed between  5–20 days after the ‘Roasted On’ date.  Ideally only grind directly before the  extraction to maximize flavor. •	 Buy coffee beans in small batches to reduce  the storage time. •	 Store coffee beans in a cool, dark and dry  container. Vacuum seal if possible."
22,22,1,"Espresso Range, Espresso, Extraction, the filter basket, re, Crema, pressure, The top edge","22 EXTRACTION GUIDE Within  Espresso Range Under  Espresso Range • Flow starts after 4–7 secs • Flow slow like warm honey • Crema is golden brown with a fine  mousse texture • Espresso is dark brown • Extraction takes 25–35 secs SOLUTIONS SOLUTIONS Tamp using 30–40lbs of  pressure. The top edge of  metal cap on the tamper  should be level with the  top of the filter basket  AFTER tamping.  Trim the puck to the  right level using the Razor™ precision dose  trimming tool. Adjust & re-test Over  Espresso Range LOCK INSERT • Flow starts after 1–3 secs • Flow fast like water • Crema is thin and pale • Espresso is pale brown • Tastes bitter/sharp, weak and watery • Extraction takes up to 20 secs  • Flow starts after 8 secs • Flow drips or not at all • Crema is dark and spotty • Espresso is very dark brown • Tastes bitter and burnt • Extraction takes more than 40 secs REMOVE USED  GRINDS Used grinds will form  a coffee 'puck'. If the  puck is wet, refer to  the 'Under Extraction'  section. RINSE FILTER  BASKET  Keep the filter basket  clean to prevent  blockages. Without  ground coffee in the filter  basket, lock the  portafilter into the  machine and run hot  water through. AFTER EXTRACTION ALWAYS TAMP TO LINE GRIND SIZE FINER INCREASE GRIND AMOUNT Adjust & re-test Adjust & re-test GRIND SIZE COARSER DECREASE GRIND AMOUNT Adjust & re-test CORRECT EXTRACTION UNDER EXTRACTION OVER EXTRACTION Adjust & re-test Tamp using 15 kilos of  pressure. The top edge of  metal cap on the tamper  should be level with the  top of the filter basket  AFTER tamping.  Trim the puck to the right level using the  Razor™ precision dose  trimming tool. ALWAYS TAMP TO LINE Adjust & re-test TURN TURN TURN OPTIMUM 8-10g (1 CUP) 15-18g (2 CUP) 25-35 SEC BALANCED GRIND TAMP GRIND DOSE SHOT TIME TOO FINE TOO MUCH USE RAZOR TO TRIM TOO LITTLE INCREASE DOSE & USE RAZOR TO TRIM OVER 40 SEC OVER EXTRACTED BITTER • ASTRINGENT TOO COARSE UNDER 20 SEC UNDERDEVELOPED • SOUR UNDER EXTRACTED 30-40lbs (15-20kg) TOO HEAVY TOO LIGHT"
23,23,1,"position, both sides, O, 23 POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT 13 Hold hopper, container, dial, beans, container Align hopper","23 POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT 13 Hold hopper over container & turn dial to release beans into container Align hopper  into position Run grinder until empty Remove hopper Unlock hopper 1 2 3 4 5 Move adjustable  top burr, 1 number, coarser or finer Remove wire handle from both sides of the burr Align the number with the handle opening Remove upper burr 6 8 7 9 Insert wire handle from both sides of the burr 10 Push upper burr firmly into position 11 Lock upper burr 12 Align hopper  into position SINGLE DOUBLE PUSH 14 Lock hopper 15 Check your extraction FI N E             C O A R S E FI N E             C O A R S E                 4           5           6           7           8       FI N E                 C O A R S E FI N E                 C O A R S E AIR TIGHT CONTAINER ADJUSTING CONICAL BURRS Some types of coffee may require a wider grind range to achieve an ideal extraction or brew.   A feature of your Barista Express™ is the ability to extend this range with an adjustable upper  burr. We recommend making only one adjustment at a time."
24,24,1,"the new water filter, the water tank, the machine, you, water, the water filter holder, place, the  portafilter spouts","24 Care & Cleaning REPLACING THE WATER FILTER  Rinse water filter & mesh Soak water filter for 5 mins 1 2 Place filter into filter holder 3 Insert & lock water tank Install filter in water tank 5 Set date 2 months ahead 4 6 REPLACEMENT DUE The provided water filter helps prevent  scale build-up in and on many of the inner  functioning components. Replacing the water  filter every two months will reduce the need to  descale the machine. If you live in a hard water area, we recommend  you change the water filter more frequently. •	 Remove the new water filter from the  plastic bag. •	 Soak the new water filter in a cup of water  for 5 minutes, then rinse under cold running  water. •	 Wash the water filter holder with cold water,  taking specific care to rinse the stainless steel  mesh. •	 Insert the new water filter into the two parts  of the water filter holder. •	 Set Date Dial 2 months ahead. •	 To install the assembled water filter holder  into the water tank, align the base of the water  filter holder with the adapter inside the water  tank. Push down to lock into place. •	 Slide the water tank back into position at the  back of the machine, ensuring to push down  completely to lock into place. The water filter should be removed if using  filtered or bottled water. NOTE To purchase water filters contact Breville  Consumer Support. CLEANING CYCLE The CLEAN / DESCALE light will illuminate  (flashing) when a cleaning cycle is required.  This is a back-flushing cycle and is separate  from descaling.  1.	 Insert the 1 CUP filter basket into the  portafilter, followed by the supplied  cleaning disc, followed by   1 cleaning tablet. 2.	 Lock the portafilter into the group head  and place a large container beneath the  portafilter spouts. 3.	 Ensure the water tank is filled with cold  water and the drip tray is empty. 4.	 Press the POWER button to switch the  machine off.  5.	 Press the 1 CUP and 2 CUP buttons  simultaneously, then also press the  POWER button. Hold all 3 buttons together  for approximately 10 seconds. 6.	 The cleaning cycle will commence and last  for approximately 5 minutes. During this  time, water will intermittently flow from the  portafilter spouts. Once complete, 3 beeps  will sound."
25,25,1,"the tablet, descaling, the  machine, water, the POWER button, The machine, the coffee component, the steam dial","25 7.	 Remove the portafilter and ensure the tablet  has completely dissolved. If the tablet has  not dissolved, repeat until the tablet has  dissolved. DESCALING After regular use, hard water can cause  mineral build up in and on many of the inner  functioning components, reducing the brewing  flow, brewing temperature, power of the  machine, and taste of the espresso.  We advise you to undertake the descaling  processes outlined below when the ‘CLEAN /  DESCALE’ indicator is illuminated (solid on).  Refer to CLEANING CYCLE on page 24 when  the ‘CLEAN / DESCALE’ indicator is flashing. Check if descaling is required 1.	 Check if the ‘CLEAN / DESCALE’ light is  illuminated (solid on), descaling is required. WARNING Do not immerse power cord, power plug  or appliance in water or any other liquid.  The water tank should never be removed or  completely emptied during descaling. Priming machine for descaling function 2.	 Dissolve one Breville Descaling powder  sachet into 34 fl. oz (1L) of water then fill the  water tank.  3.	 Press and hold the 2-CUP button and  then press and hold the POWER button  simultaneously to enter the Descale mode.  The unit will heat up as part of commencing  the descaling action, during the heating  processes the POWER button should flash  continuously. The machine will indicate it  is ready for descaling when the POWER  button, 1 CUP button, CLEAN/DESCALE  indicator and HOT WATER/ STEAM  indicator are all illuminated (solid on). Descaling the coffee component 4.	 Press the 1-CUP button to start the  descaling for the coffee component of the  machine. Descaling coffee component  takes approximately 25 seconds. The 1  CUP button should flash continuously and  remain constant once the descaling process  has finished. To terminate the descaling  within 25 seconds, press the 1 CUP button  again. Descale the Steam and hot water components Descaling steam and hot water takes  approximately 13 seconds and 8 seconds  respectively. Descaling can be terminated  prematurely by turning the steam dial to  STANDBY. 5.	 Descale Steam component by turning the  steam dial RIGHT towards the   icon.  6.	 Descale Hot water component by turning  the steam dial to the LEFT towards the   icon.   Repeat processes to complete descaling After the above processes about half (17 fl. oz  / 0.5L) of the descale solution should be left in  the water tank. 7.	 Repeat steps 4-6 above to complete the  descaling process to empty the solution in  the tank.   Descaling Solution Rinse 8.	 After descaling, remove the water tank and  rinse thoroughly then refill with fresh cold  water to the maximum capacity (68 fl. oz /  2L) and repeat steps 4-6 to further cleanse  the machine of any residue of the cleaning  solution thoroughly. 9.	 Press ‘POWER’ to quit the descaling  process. This will be indicated by the LED  lights switching off. NOTE The machine turns off automatically if there is  no action for 5 minutes in descaling mode. To  resume descaling, please start from step 3."
26,26,1,"THE CONICAL BURR GRINDER, GRIND Remove, fan, GRIND FAN, This grinder cleaning cycle, oil build-up, the burrs, which","26 CLEANING THE CONICAL BURR GRINDER This grinder cleaning cycle removes oil build-up on the burrs which can impede performance. Empty hopper Replace hopper Lock hopper Run grinder empty Unlock hopper Unlock hopper 1 2 3 4 5 SINGLE DOUBLE PUSH 6 Remove top burr Clean top burr with brush Clean lower burr with brush Clean chute with brush Unlock top burr 8 9 10 11 12 L O C K A L I G N SINGLE DOUBLE PUSH TO GRIND Remove hopper 7 POWER FILTER SIZE GRIND AMOUNT POWER FILTER SIZE GRIND AMOUNT Set 'GRIND SIZE' to '1' (finest) Use 10mm socket. Rotate 'Clockwise' to loosen the nut only Set 'GRIND SIZE' to '16' (coarsest) Unlock & remove top burr Remove nut, spring & flat washer. Carefully remove  lower burr Remove hopper 1 2 3 4 5 6 Clean chute with brush Insert washers & grind fan using long-nose pliers Insert lower burr (drive pin & cavity to align). Insert  flat washer & spring washer  Rotate 'Counter-Clockwise' to tighten nut Unblock the grinds exit  chute using the brush or a pipe cleaner 8 9 10 11 12 Insert & lock top burr 13 Set 'GRIND SIZE' to '5'. Replace & lock hopper 14 SINGLE DOUBLE PUSH TO GRIND Remove grind fan & washers  using long-nose pliers 7 POWER FILTER SIZE GRIND AMOUNT GRIND SIZE LOOSEN NUT TIGHTEN NUT GRIND SIZE SPRING WASHER FLAT WASHER GRIND SIZE 1. GRIND FAN 2. METAL WASHER  3. FELT WASHER  3 2 1 1. FELT WASHER  2. METAL WASHER  3. GRIND FAN  1 2 3 SPRING WASHER FLAT WASHER ADVANCED CLEANING FOR THE CONICAL BURR GRINDER This step is only required if there is a blockage between the grinding burrs and the grinder outlet.  WARNING Care should be taken as the grinder burrs are  extremely sharp."
27,27,1,"the steam wand, the drip tray, the hole(s, any, the machine, the end, hot water, abrasive cleansers","27 CLEANING THE STEAM WAND •	 The steam wand should always be cleaned  after texturing milk. Wipe the steam wand  with a damp cloth. Then with the steam wand  tip directed over the drip tray, briefly set the  STEAM/HOT WATER dial to the STEAM  position. This will clear any remaining milk  from inside the steam wand. •	 If any of the holes in the tip of the steam  wand become blocked, ensure the STEAM/ HOT WATER dial is in the STANDBY  position. Press the POWER button to switch  the machine off and allow to cool. Use the pin  on the end of the provided cleaning tool to  unblock the hole(s). •	 If the steam wand remains blocked, remove  the tip using the integrated spanner in the  cleaning tool and soak in hot water. Use the  pin on the end of the provided cleaning tool  to unblock the hole(s) before re-attaching to  the steam wand.  CLEANING THE FILTER BASKETS  AND PORTAFILTER •	 The filter baskets and portafilter should be  rinsed under hot water immediately after use  to remove all residual coffee oils. •	 If any of the holes in the filter basket become  blocked, use the pin on the end of the  provided cleaning tool to unblock the hole(s). •	 If the hole(s) remain blocked, dissolve a  cleaning tablet in hot water and soak filter  basket and portafilter in solution for approx.  20 minutes. Rinse thoroughly. CLEANING THE SHOWER SCREEN •	 The group head interior and shower screen  should be wiped with a damp cloth to remove  any ground coffee particles. •	 Periodically purge the machine. Place an  empty filter basket and portfilter into the  group head. Press and hold the 1 CUP button  and run a short flow of water to rinse out any  residual coffee.  CLEANING THE DRIP &  STORAGE TRAY •	 The drip tray should be removed, emptied  and cleaned at regular intervals, particularly  when the drip tray full indicator is showing  EMPTY ME! •	 Remove the grid from the drip tray.  Lift the coffee grind separator and dispose  of any coffee grounds. The EMPTY ME!  indicator can also be removed from the drip  tray by pulling upwards to release the side  latches. Wash all parts in warm soapy water  with a soft cloth. Rinse and dry thoroughly.  •	 The storage tray (located behind the drip  tray) can be removed and cleaned with a soft,  damp cloth. Do not use abrasive cleansers,  pads or cloths which can scratch the surface. NOTE All parts should be cleaned by hand using  warm water and a gentle dish washing liquid.  Do not use abrasive cleansers, pads or cloths  which can scratch the surface. Do not clean   any of the parts or accessories in the  dishwasher. CLEANING THE OUTER HOUSING &  CUP WARMING TRAY The outer housing and cup warming tray can  be cleaned with a soft, damp cloth. Polish with  a soft, dry cloth. Do not use abrasive cleansers,  pads or cloths which can scratch the surface. STORING YOUR MACHINE Before storing, ensure the STEAM/HOT  WATER dial is in the STANDBY position,  press the POWER button to switch the  machine off and remove the plug from the  power outlet. Remove unused beans from  the hopper, clean the grinder (see page 26),  empty the water tank and the drip tray. Ensure  the machine is cool, clean and dry. Insert all  accessories into the storage tray. Store upright.  Do not place anything on top."
28,28,1,"the screw, the silicone seal, the  shower screen, the center, the Allen Key, the shower screen, screw, your fingers","28 WARNING Do not immerse power cord, power plug or  appliance in water or any other liquid. USING THE ALLEN KEY Over time, the silicone seal surrounding the  shower screen will need to be replaced to  ensure optimum brewing performance. 1.	 Press the POWER button to switch the  machine off and unplug the cord from the  power outlet.  2.	 Carefully remove the water tank and drip  tray, taking particular care if they are full.  3.	 Using a skewer or similar, clean the center  of the screw of any residual coffee.  4.	 Insert the shorter end of the Allen Key  into the center of the screw. Turn counter- clockwise to loosen the screw. 5.	 Once loosened, carefully remove and retain  the screw and the stainless steel shower  screen. Make note of the side of the shower  screen that is downwards. This will make  re-assembly easier. Wash the shower screen  in warm soapy water, then dry thoroughly.  Clean center of screw  before inserting Allen Key. 6.	 Remove the silicone seal with your fingers  or a pair of long-nose pliers. Insert the new  seal, flat side first, so the ribbed side is  facing you. 7.	 Re-insert the shower screen, then the screw.  With your fingers, turn the screw clockwise  for 2-3 revolutions then insert the Allen Key  to tighten until the screw is flush with the  shower screen. Do not overtighten screw.  8.	 Re-insert the drip tray and water tank.  Contact Breville Consumer Support or visit  www.breville.com for replacement silicone  seals or for advice."
29,29,1,"Machine, Water tank, Coffee, operating temperature, •	 Fill tank, position, water tank, place","29 Troubleshooting PROBLEM POSSIBLE CAUSES EASY SOLUTION Machine does not heat up.  STEAM/HOT WATER  light flashes when the  machine is turned on. •	 STEAM/HOT WATER dial is  not in the STANDBY position.  •	 Turn the Steam dial to ‘STANDBY’  position. Machine will commence  normal heat up procedure. Water does not flow  from the group head. No hot water. •	 Machine has not reached  operating temperature. •	 Allow time for the machine to reach  operating temperature. The POWER  button light will stop flashing and  all button lights on the control panel  will illuminate when ready. •	 Water tank is empty.  •	 Fill tank. •	 Water tank is not fully inserted  and locked into position. •	 Push water tank down completely to  lock into place. •	 Machine needs to be descaled. •	 Refer to ‘Descaling’, page 25. •	 Coffee is ground too finely and/ or too much coffee in filter  basket and/or over tamping and/ or filter basket is blocked. •	 See below, ‘Espresso only drips from  the portafilter spouts or not at all’. Espresso only drips  from the portafilter  spouts or not at all. •	 Coffee is ground too finely. •	 Use slightly coarser grind. Refer to  ‘Setting the Grind Size’, page 13  and ‘Over Extraction’, page 22. •	 Too much coffee in the filter  basket. •	 Lower dose of coffee. Refer to ‘Setting  the Grind Amount’, page 13 and  ‘Over Extraction’, page 22.  After tamping, trim the coffee dose  using the Razor™ dose trimming tool. •	 Coffee tamped too firmly. •	 Tamp between 30–40lbs or   15–20kg of pressure. •	 Water tank is empty. •	 Fill tank. •	 Water tank is not fully inserted  and locked into position. •	 Push water tank down completely to  lock into place."
30,30,1,"the hole(s, •	 Refer, Espresso, Coffee, Extraction, the filter  basket, coffee, the Grind Amount","30 PROBLEM POSSIBLE CAUSES EASY SOLUTION •	 The filter basket may be blocked. •	 Use the pin on the end of the  provided cleaning tool to unblock  the hole(s). If the hole(s) remain  blocked, dissolve a cleaning tablet in  hot water and soak filter basket and  portafilter in solution for approx.  20 minutes. Rinse thoroughly. •	 Machine needs to be descaled. •	 Refer to ‘Descaling’, page 25. Espresso runs out  too quickly. •	 Coffee is ground too finely. •	 Use slightly finer grind. Refer to  ‘Setting the Grind Size’, page 13  and ‘Under Extraction’, page 22. •	 Not enough coffee in the filter  basket. •	 Increase dose of coffee. Refer to  ‘Setting the Grind Amount’, page  13 and ‘Under Extraction’, page 22.  Tamp then use the Razor™ dose  trimming tool to trim off excess  coffee. •	 Coffee tamped too lightly. •	 Tamp between 30–40lbs or   15–20kg of pressure. Espresso runs out around  the edge of the portafilter. •	 Portafilter not inserted   in the group head correctly. •	 Ensure portafilter is completely  inserted and rotated until resistance  is felt. •	 There are coffee grounds around  the filter basket rim. •	 Clean excess coffee from the rim of  the filter basket to ensure a proper  seal in group head. •	 Too much coffee in the filter  basket. •	 Lower dose of coffee. Refer to ‘Setting  the Grind Amount’, page 13.  After tamping, trim the coffee dose  using the Razor™ dose trimming tool. •	 The silicone seal surrounding  theshower screen needs to be  replaced to ensure the portafiler  is properly secured into the  group head. •	 Refer to ‘Using the Allen Key’,  page 28."
31,31,1,"Machine, •	 Refer, operating temperature, the machine, Water tank, place, 31 PROBLEM POSSIBLE, EASY","31 PROBLEM POSSIBLE CAUSES EASY SOLUTION No steam. •	 Machine has not reached  operating temperature. •	 Allow time for the machine to reach  operating temperature. The STEAM/ HOT WATER light will flash to  indicate the machine is heating  to create steam. During this time,  condensed water may purge from the  steam wand. This is normal. When  the STEAM/HOT WATER light  stops flashing the steam wand is  ready for use. •	 Water tank is empty. •	 Fill tank. •	 Water tank is not fully inserted  and locked into position. •	 Push water tank down completely  to lock into place. •	 Machine needs to be descaled. •	 Refer to ‘Descaling’, page 25. •	 Steam wand is blocked. •	 Refer to ‘Cleaning the Steam Wand’,  page 27. •	 STEAM/HOT WATER dial is  not in the STEAM position. •	 Ensure the STEAM/HOT WATER  dial is completely rotated to the  STEAM position. Coffee not hot enough. •	 Cups not pre-heated. •	 Rinse cups under hot water outlet  and place on cup warming tray. •	 Portafilter not pre-heated. •	 Rinse portafilter under hot water  outlet. Dry thoroughly. •	 Milk not hot enough   (if making a cappuccino   or latté etc). •	 Heat milk until base of the jug  becomes hot to touch. •	 Machine needs to be descaled. •	 Refer to ‘Descaling’, page 25. •	 Water temperature needs   to be adjusted. •	 Increase the water temperature. Refer  to ‘Advanced Temperature Mode’,  page 18."
32,32,1,"Coffee, pre-ground  coffee, pre-ground coffee, the hole(s, hot water, the machine, 32 PROBLEM POSSIBLE, EASY","32 PROBLEM POSSIBLE CAUSES EASY SOLUTION No crema. •	 Coffee tamped too lightly. •	 Tamp between 30–40lbs or   15–20kg of pressure. •	 Coffee is ground too coarsely. •	 Use slightly finer grind. Refer to  ‘Setting the Grind Size’, page 13 and  ‘Under Extraction’, page 22. •	 Coffee beans or pre-ground  coffee are not fresh. •	 If grinding fresh whole coffee beans,  use freshly roasted coffee beans with  a ‘Roasted On’ date and consume  between 5–20 days after that date.  •	 If using pre-ground coffee, use within  a week of grinding. •	 The filter basket may   be blocked. •	 Use the pin on the end of the  provided cleaning tool to unblock  the hole(s). If the hole(s) remain  blocked, dissolve a cleaning tablet in  hot water and soak filter basket and  portafilter in solution for approx.  20 minutes. Rinse thoroughly. •	 Single Wall filter baskets are  being used with pre-ground  coffee. •	 Ensure you use Dual Wall filter  baskets with pre-ground coffee. Drip tray fills   too quickly. •	 Auto purge feature. Immediately  after the espresso, hot water and  steam functions, the machine  will purge water into the drip  tray. This ensures the thermocoil  is at the optimal temperature. •	 No action required as this is the  normal operation of the machine."
33,33,1,"the machine, place, the  normal operation, Water tank, position, water tank, 33 PROBLEM POSSIBLE, EASY SOLUTION Pulsing/pumping sound","33 PROBLEM POSSIBLE CAUSES EASY SOLUTION Pulsing/pumping sound  while extracting espresso  or steaming milk. •	 The machine is carrying out the  normal operation of the 15 bar  Italian pump. •	 No action required as this is the  normal operation of the machine. •	 Water tank is empty. •	 Fill tank. •	 Water tank is not fully inserted  and locked into position. •	 Push water tank down completely to  lock into place. Water leaking. •	 Auto purge feature. Immediately  after the espresso, hot water and  steam functions, the machine  will purge water into the drip  tray. This ensures the thermocoil  is at the optimal temperature. •	 Ensure the drip tray is firmly pushed  in place and emptied whenever the  Empty Me! indicator is displayed. •	 Water tank is not fully inserted  and locked into position. •	 Push water tank down completely to  lock into place. •	 The silicone seal surrounding  the shower screen needs to be  replaced to ensure the portafiler  is properly secured into the   group head. •	 Refer to ‘Using the Allen Key’,  page 28. Machine is on but  ceases to operate. •	 The safety thermal-cut out may  have activated due to the pump  or grinder overheating. •	 Press the POWER button to switch  the machine off and unplug from the  power outlet. Allow to cool for about   30–60 minutes. •	 If problem persists, call Breville  Consumer Support."
34,34,1,"page, grinder, •	 Clean and clear grinder chamber, the Conical Burr  Grinder, chute, -, •	 Remove hopper, debris","34 PROBLEM POSSIBLE CAUSES EASY SOLUTION No ground coffee  coming from grinder. •	 No coffee beans in hopper. •	 Filler hopper with fresh coffee beans. •	 Blocked grinder chamber or  chute. •	 Clean and clear grinder chamber   and chute. Refer to ‘Advanced  Cleaning for the Conical Burr  Grinder’, page 26. •	 Water / moisture in grinder  chamber and chute. •	 Clean and clear grinder chamber and  chute. Refer to ‘Advanced Cleaning  for the Conical Burr Grinder’, page  25. Ensure burrs are thoroughly dry  before re-assembling. It is possible to  use a hair dryer to blow air into the  grinder chamber. FILTER SIZE LED’s  are flashing. •	 Bean hopper is not attached  correctly. •	 Remove hopper, check for debris and  then re-lock hopper into position. Too much/too little  ground coffee is  being delivered to  the filter basket. •	 Grind amount settings are  incorrect for particular grind  size. •	 Use the GRIND AMOUNT dial  to increase or decrease the grind  amount. Refer to ‘Setting the Grind  Amount’, page 13 and ‘Extraction  Guide’, page 22. Too much/too little  espresso is being  delivered to the cup. •	 Grind amount and/or grind size  settings and/or shot volumes  require adjustment. •	 Try the following, one at a time: •	 Reset the machine to its original  default settings. Refer to ‘Resetting  Default Volumes’, page 18.  •	 Re-program the shot volumes. Refer  to ‘Re-Programming Shot Volume’,  page 15.  •	 Adjust the grind amount and/or  grind size settings.  Refer to ‘Setting  the Grind Size’, page 13, ‘Setting  the Grind Amount’, page 13 and  ‘Extraction Guide’, page 22. Grinder is making   a loud noise. •	 Blockage or foreign object  in grinder. •	 Remove hopper, check for debris  or blockage. If necessary, clean and  clear grinder chamber and chute.  Refer to ‘Cleaning the Conical Burr  Grinder’, page 26."
35,35,1,"textured milk, espresso, a long black, 35 Coffees, CAPPUCCINO, A single shot, drinking chocolate, it","35 Coffees to try CAPPUCCINO A single shot of espresso with textured milk,  garnished with drinking chocolate. ESPRESSO Intense and aromatic, it is also known as a  short black and is served in a small cup or  glass. LATTÉ A latté consists of a single espresso with  textured milk and approx. 10mm of foam. MACCHIATO Traditionally served short, the macchiato is  also poured as a long black with a dash of milk  or a dollop of textured milk. AMERICANO A shot of espresso (single or double) with  hot water. Also known as a long black. RISTRETTO A ristretto is an extremely short espresso  of approximately 15ml, distinguished by its  intense flavor and aftertaste."
36,36,1,"Manuel d'instructions, BES870, the Barista Express MC",Manuel d'instructions - BES870 the Barista Express MC
37,37,1,"BREVILLE, RECOMMANDE  LA SÉCURITÉ  AVANT TOUT, la sécurité  occupe une place de choix, Nous concevons et fabriquons  des produits de consommation  sans, jamais perdre de vue, la  sécurité de notre, précieuse  clientèle, De","37 BREVILLE VOUS  RECOMMANDE  LA SÉCURITÉ  AVANT TOUT Chez Breville, la sécurité  occupe une place de choix.  Nous concevons et fabriquons  des produits de consommation  sans jamais perdre de vue la  sécurité de notre précieuse  clientèle. De plus, nous  vous demandons d’être très  vigilant lorsque vous utilisez  un appareil électrique et de  respecter les mesures de  sécurité suivantes: IMPORTANTES  MESURES DE  SÉCURITÉ LISEZ TOUTES LES  INSTRUCTIONS AVANT  USAGE ET CONSERVEZ- LES À TITRE DE  RÉFÉRENCE. •	Lisez attentivement  toutes les instructions  avant d’utiliser l’appareil  et conservez-les pour  référence future. •	Retirez tout matériel  d’emballage, étiquettes  promotionnelles ou  collants avant d’utiliser la  machine à espresso pour  la première fois. •	Afin d’éliminer les risques  de suffocation chez les  jeunes enfants, retirez et  disposez de l’enveloppe  protectrice recouvrant  la fiche électrique de la  machine à espresso. 37	  Breville vous recommande  la sécurité avant tout 44	Composants 46	Fonctions 60	Entretien & Nettoyage 65	Guide de dépannage 73	 Suggestions de café Table des  matières"
38,38,1,"la machine, à espresso, dans, 38 •	Ne placez, sur le bord  d’un comptoir, d’une  table durant l’utilisation, Assurez-vous que, la  surface","38 •	Ne placez pas la machine  à espresso sur le bord  d’un comptoir ou d’une  table durant l’utilisation.  Assurez-vous que la  surface est de niveau,  propre, sèche et libre de  toutes substances. •	Ne placez pas la machine  à espresso sur ou près d’un  élément chauffant au gaz  ou électrique, et évitez  qu’il ne touche à un four  chaud. •	N’utilisez pas la machine  à espresso sur une surface  métallique comme, par  exemple, le plateau  d’égouttement d’un lavabo. •	Assurez-vous toujours que  la machine à espresso est  correctement assemblée  avant de la brancher et de  la faire fonctionner. •	Ne tentez pas de faire  fonctionner la machine à  espresso d’autres façons   que celles décrites dans ce  livret. •	La machine à espresso  n’est pas conçue pour  fonctionner à l’aide  d’une minuterie externe  ou d’un système de  télécommande. •	Nous recommandons  d’utiliser de l’eau  froide filtrée. L’eau  déminéralisée ou distillée  n’est pas conseillée, car  elle pourrait altérer le  goût de l’espresso et le  fonctionnement adéquat  de l’appareil. N’utilisez  aucun autre liquide. •	N’utilisez jamais la  machine à espresso si le  réservoir d’eau est vide.  •	Assurez-vous que le porte- filtre est fermement inséré  dans la tête d’infusion  avant d’utiliser la machine. •	Ne retirez jamais le porte- filtre durant le cycle  d’infusion, car la machine  fonctionne sous pression. •	Ne touchez pas aux  surfaces chaudes de  l’appareil. Utilisez les  poignées ou les boutons."
